"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","HOUSECOST","REAL","IDX2015","Q","1980-Q3",30.9859156710878,
"GBR","HOUSECOST","REAL","IDX2015","Q","1980-Q4",30.0408040460495,
"GBR","HOUSECOST","REAL","IDX2015","Q","1981-Q1",29.5447567245105,
"GBR","HOUSECOST","REAL","IDX2015","Q","1981-Q2",29.4231393118785,
"GBR","HOUSECOST","REAL","IDX2015","Q","1981-Q3",28.895269957459,
"GBR","HOUSECOST","REAL","IDX2015","Q","1981-Q4",27.7274486880057,
"GBR","HOUSECOST","REAL","IDX2015","Q","1982-Q1",26.5281479702672,
"GBR","HOUSECOST","REAL","IDX2015","Q","1982-Q2",27.2702096612996,
"GBR","HOUSECOST","REAL","IDX2015","Q","1982-Q3",27.263530843417,
"GBR","HOUSECOST","REAL","IDX2015","Q","1982-Q4",27.4125115891995,
"GBR","HOUSECOST","REAL","IDX2015","Q","1983-Q1",27.9414718365967,
"GBR","HOUSECOST","REAL","IDX2015","Q","1983-Q2",28.512918081801,
"GBR","HOUSECOST","REAL","IDX2015","Q","1983-Q3",29.0825654305664,
"GBR","HOUSECOST","REAL","IDX2015","Q","1983-Q4",29.2134531597808,
"GBR","HOUSECOST","REAL","IDX2015","Q","1984-Q1",29.4985981900297,
"GBR","HOUSECOST","REAL","IDX2015","Q","1984-Q2",29.5860644421174,
"GBR","HOUSECOST","REAL","IDX2015","Q","1984-Q3",30.0501783182168,
"GBR","HOUSECOST","REAL","IDX2015","Q","1984-Q4",30.3784023729061,
"GBR","HOUSECOST","REAL","IDX2015","Q","1985-Q1",30.4674211538394,
"GBR","HOUSECOST","REAL","IDX2015","Q","1985-Q2",30.8825080155321,
"GBR","HOUSECOST","REAL","IDX2015","Q","1985-Q3",30.8072599961677,
"GBR","HOUSECOST","REAL","IDX2015","Q","1985-Q4",31.7882920716274,
"GBR","HOUSECOST","REAL","IDX2015","Q","1986-Q1",32.8122741696062,
"GBR","HOUSECOST","REAL","IDX2015","Q","1986-Q2",33.7451714977102,
"GBR","HOUSECOST","REAL","IDX2015","Q","1986-Q3",34.4212899330944,
"GBR","HOUSECOST","REAL","IDX2015","Q","1986-Q4",35.1759538664912,
"GBR","HOUSECOST","REAL","IDX2015","Q","1987-Q1",36.5413118333525,
"GBR","HOUSECOST","REAL","IDX2015","Q","1987-Q2",37.6625085646369,
"GBR","HOUSECOST","REAL","IDX2015","Q","1987-Q3",38.7167770610736,
"GBR","HOUSECOST","REAL","IDX2015","Q","1987-Q4",40.8471765833306,
"GBR","HOUSECOST","REAL","IDX2015","Q","1988-Q1",42.8414191971003,
"GBR","HOUSECOST","REAL","IDX2015","Q","1988-Q2",44.5907694571255,
"GBR","HOUSECOST","REAL","IDX2015","Q","1988-Q3",49.3413455138872,
"GBR","HOUSECOST","REAL","IDX2015","Q","1988-Q4",52.0062965610897,
"GBR","HOUSECOST","REAL","IDX2015","Q","1989-Q1",53.0145045949498,
"GBR","HOUSECOST","REAL","IDX2015","Q","1989-Q2",53.8949981549184,
"GBR","HOUSECOST","REAL","IDX2015","Q","1989-Q3",54.0541030582678,
"GBR","HOUSECOST","REAL","IDX2015","Q","1989-Q4",52.8067492945147,
"GBR","HOUSECOST","REAL","IDX2015","Q","1990-Q1",51.7998326126666,
"GBR","HOUSECOST","REAL","IDX2015","Q","1990-Q2",50.3826671789086,
"GBR","HOUSECOST","REAL","IDX2015","Q","1990-Q3",49.1993197123265,
"GBR","HOUSECOST","REAL","IDX2015","Q","1990-Q4",47.9108340835433,
"GBR","HOUSECOST","REAL","IDX2015","Q","1991-Q1",46.5111172677136,
"GBR","HOUSECOST","REAL","IDX2015","Q","1991-Q2",45.0002566670019,
"GBR","HOUSECOST","REAL","IDX2015","Q","1991-Q3",44.4288220391632,
"GBR","HOUSECOST","REAL","IDX2015","Q","1991-Q4",43.8123083621125,
"GBR","HOUSECOST","REAL","IDX2015","Q","1992-Q1",42.9723034861053,
"GBR","HOUSECOST","REAL","IDX2015","Q","1992-Q2",42.0352375168607,
"GBR","HOUSECOST","REAL","IDX2015","Q","1992-Q3",41.469673408961,
"GBR","HOUSECOST","REAL","IDX2015","Q","1992-Q4",40.2490301784725,
"GBR","HOUSECOST","REAL","IDX2015","Q","1993-Q1",40.1206420008417,
"GBR","HOUSECOST","REAL","IDX2015","Q","1993-Q2",40.2596649938592,
"GBR","HOUSECOST","REAL","IDX2015","Q","1993-Q3",40.2616728831544,
"GBR","HOUSECOST","REAL","IDX2015","Q","1993-Q4",39.8256979011464,
"GBR","HOUSECOST","REAL","IDX2015","Q","1994-Q1",40.4649214130094,
"GBR","HOUSECOST","REAL","IDX2015","Q","1994-Q2",40.5814751682618,
"GBR","HOUSECOST","REAL","IDX2015","Q","1994-Q3",40.5602884714811,
"GBR","HOUSECOST","REAL","IDX2015","Q","1994-Q4",40.5986507673615,
"GBR","HOUSECOST","REAL","IDX2015","Q","1995-Q1",40.0429704789826,
"GBR","HOUSECOST","REAL","IDX2015","Q","1995-Q2",39.9849764335282,
"GBR","HOUSECOST","REAL","IDX2015","Q","1995-Q3",39.2303763417738,
"GBR","HOUSECOST","REAL","IDX2015","Q","1995-Q4",39.2104915639339,
"GBR","HOUSECOST","REAL","IDX2015","Q","1996-Q1",39.6402109331498,
"GBR","HOUSECOST","REAL","IDX2015","Q","1996-Q2",38.922818815106,
"GBR","HOUSECOST","REAL","IDX2015","Q","1996-Q3",39.49064463572,
"GBR","HOUSECOST","REAL","IDX2015","Q","1996-Q4",40.7271413969739,
"GBR","HOUSECOST","REAL","IDX2015","Q","1997-Q1",41.5296777273648,
"GBR","HOUSECOST","REAL","IDX2015","Q","1997-Q2",41.7715114006251,
"GBR","HOUSECOST","REAL","IDX2015","Q","1997-Q3",42.9753499924496,
"GBR","HOUSECOST","REAL","IDX2015","Q","1997-Q4",43.2729604919617,
"GBR","HOUSECOST","REAL","IDX2015","Q","1998-Q1",44.62125201036,
"GBR","HOUSECOST","REAL","IDX2015","Q","1998-Q2",46.3525786860075,
"GBR","HOUSECOST","REAL","IDX2015","Q","1998-Q3",47.486683487868,
"GBR","HOUSECOST","REAL","IDX2015","Q","1998-Q4",47.8436662792505,
"GBR","HOUSECOST","REAL","IDX2015","Q","1999-Q1",48.4131812894767,
"GBR","HOUSECOST","REAL","IDX2015","Q","1999-Q2",50.0881471959559,
"GBR","HOUSECOST","REAL","IDX2015","Q","1999-Q3",52.7406862895348,
"GBR","HOUSECOST","REAL","IDX2015","Q","1999-Q4",54.4685646489951,
"GBR","HOUSECOST","REAL","IDX2015","Q","2000-Q1",56.1634186388457,
"GBR","HOUSECOST","REAL","IDX2015","Q","2000-Q2",58.2205715678636,
"GBR","HOUSECOST","REAL","IDX2015","Q","2000-Q3",58.6039922731275,
"GBR","HOUSECOST","REAL","IDX2015","Q","2000-Q4",61.803554305325,
"GBR","HOUSECOST","REAL","IDX2015","Q","2001-Q1",61.7562833333572,
"GBR","HOUSECOST","REAL","IDX2015","Q","2001-Q2",62.6595607465532,
"GBR","HOUSECOST","REAL","IDX2015","Q","2001-Q3",64.2682255369467,
"GBR","HOUSECOST","REAL","IDX2015","Q","2001-Q4",64.3719958857244,
"GBR","HOUSECOST","REAL","IDX2015","Q","2002-Q1",67.1010615583111,
"GBR","HOUSECOST","REAL","IDX2015","Q","2002-Q2",71.2229645487838,
"GBR","HOUSECOST","REAL","IDX2015","Q","2002-Q3",75.0444236880623,
"GBR","HOUSECOST","REAL","IDX2015","Q","2002-Q4",79.2389264635782,
"GBR","HOUSECOST","REAL","IDX2015","Q","2003-Q1",81.5757271390085,
"GBR","HOUSECOST","REAL","IDX2015","Q","2003-Q2",82.6373435108364,
"GBR","HOUSECOST","REAL","IDX2015","Q","2003-Q3",83.6348133611937,
"GBR","HOUSECOST","REAL","IDX2015","Q","2003-Q4",86.0990875881269,
"GBR","HOUSECOST","REAL","IDX2015","Q","2004-Q1",87.4839531569347,
"GBR","HOUSECOST","REAL","IDX2015","Q","2004-Q2",91.437398713996,
"GBR","HOUSECOST","REAL","IDX2015","Q","2004-Q3",93.599426852063,
"GBR","HOUSECOST","REAL","IDX2015","Q","2004-Q4",94.9282653688883,
"GBR","HOUSECOST","REAL","IDX2015","Q","2005-Q1",95.1484652020587,
"GBR","HOUSECOST","REAL","IDX2015","Q","2005-Q2",95.7003884950033,
"GBR","HOUSECOST","REAL","IDX2015","Q","2005-Q3",96.4425783699549,
"GBR","HOUSECOST","REAL","IDX2015","Q","2005-Q4",96.7389960942705,
"GBR","HOUSECOST","REAL","IDX2015","Q","2006-Q1",98.6012738459255,
"GBR","HOUSECOST","REAL","IDX2015","Q","2006-Q2",99.7340041142513,
"GBR","HOUSECOST","REAL","IDX2015","Q","2006-Q3",101.150980779365,
"GBR","HOUSECOST","REAL","IDX2015","Q","2006-Q4",104.00920162522,
"GBR","HOUSECOST","REAL","IDX2015","Q","2007-Q1",106.557837982479,
"GBR","HOUSECOST","REAL","IDX2015","Q","2007-Q2",108.428228483607,
"GBR","HOUSECOST","REAL","IDX2015","Q","2007-Q3",109.238825355821,
"GBR","HOUSECOST","REAL","IDX2015","Q","2007-Q4",109.163804229892,
"GBR","HOUSECOST","REAL","IDX2015","Q","2008-Q1",107.117802460666,
"GBR","HOUSECOST","REAL","IDX2015","Q","2008-Q2",104.126596309636,
"GBR","HOUSECOST","REAL","IDX2015","Q","2008-Q3",97.0100444690619,
"GBR","HOUSECOST","REAL","IDX2015","Q","2008-Q4",91.2718022522737,
"GBR","HOUSECOST","REAL","IDX2015","Q","2009-Q1",88.1843356620367,
"GBR","HOUSECOST","REAL","IDX2015","Q","2009-Q2",88.7240406324582,
"GBR","HOUSECOST","REAL","IDX2015","Q","2009-Q3",91.1202293596527,
"GBR","HOUSECOST","REAL","IDX2015","Q","2009-Q4",94.0044364185528,
"GBR","HOUSECOST","REAL","IDX2015","Q","2010-Q1",94.7472163330619,
"GBR","HOUSECOST","REAL","IDX2015","Q","2010-Q2",94.5708459263929,
"GBR","HOUSECOST","REAL","IDX2015","Q","2010-Q3",93.8236394989483,
"GBR","HOUSECOST","REAL","IDX2015","Q","2010-Q4",92.6510711697311,
"GBR","HOUSECOST","REAL","IDX2015","Q","2011-Q1",90.4033865176072,
"GBR","HOUSECOST","REAL","IDX2015","Q","2011-Q2",89.5395861464631,
"GBR","HOUSECOST","REAL","IDX2015","Q","2011-Q3",89.0073041867229,
"GBR","HOUSECOST","REAL","IDX2015","Q","2011-Q4",87.9902272012444,
"GBR","HOUSECOST","REAL","IDX2015","Q","2012-Q1",87.9187861741505,
"GBR","HOUSECOST","REAL","IDX2015","Q","2012-Q2",87.9122359458424,
"GBR","HOUSECOST","REAL","IDX2015","Q","2012-Q3",88.1331337135737,
"GBR","HOUSECOST","REAL","IDX2015","Q","2012-Q4",87.8302497707474,
"GBR","HOUSECOST","REAL","IDX2015","Q","2013-Q1",87.4102954496434,
"GBR","HOUSECOST","REAL","IDX2015","Q","2013-Q2",88.0021817938791,
"GBR","HOUSECOST","REAL","IDX2015","Q","2013-Q3",88.6706539188349,
"GBR","HOUSECOST","REAL","IDX2015","Q","2013-Q4",90.254049365313,
"GBR","HOUSECOST","REAL","IDX2015","Q","2014-Q1",91.9585343279294,
"GBR","HOUSECOST","REAL","IDX2015","Q","2014-Q2",93.4639720135985,
"GBR","HOUSECOST","REAL","IDX2015","Q","2014-Q3",95.4211370924976,
"GBR","HOUSECOST","REAL","IDX2015","Q","2014-Q4",96.3222542158169,
"GBR","HOUSECOST","REAL","IDX2015","Q","2015-Q1",97.6888500359661,
"GBR","HOUSECOST","REAL","IDX2015","Q","2015-Q2",98.8117739622959,
"GBR","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.978003086692,
"GBR","HOUSECOST","REAL","IDX2015","Q","2015-Q4",102.521372915046,
"GBR","HOUSECOST","REAL","IDX2015","Q","2016-Q1",104.835498280543,
"GBR","HOUSECOST","REAL","IDX2015","Q","2016-Q2",105.596952648961,
"GBR","HOUSECOST","REAL","IDX2015","Q","2016-Q3",105.472693754074,
"GBR","HOUSECOST","REAL","IDX2015","Q","2016-Q4",106.205758919895,
"GBR","HOUSECOST","REAL","IDX2015","Q","2017-Q1",107.091598509046,
"GBR","HOUSECOST","REAL","IDX2015","Q","2017-Q2",107.693603793515,
"GBR","HOUSECOST","REAL","IDX2015","Q","2017-Q3",108.643046002875,
"GBR","HOUSECOST","REAL","IDX2015","Q","2017-Q4",108.976421538327,
"GBR","HOUSECOST","REAL","IDX2015","Q","2018-Q1",108.747622172613,
"GBR","HOUSECOST","REAL","IDX2015","Q","2018-Q2",108.711488590233,
"GBR","HOUSECOST","REAL","IDX2015","Q","2018-Q3",109.215335875663,
"GBR","HOUSECOST","REAL","IDX2015","Q","2018-Q4",109.509947836889,
"GBR","HOUSECOST","REAL","IDX2015","Q","2019-Q1",108.892440004119,
"GBR","HOUSECOST","REAL","IDX2015","Q","2019-Q2",108.514737922547,
"GBR","HOUSECOST","REAL","IDX2015","Q","2019-Q3",108.404330707354,
"GBR","HOUSECOST","REAL","IDX2015","Q","2019-Q4",108.569113250313,
"GBR","HOUSECOST","REAL","IDX2015","Q","2020-Q1",108.82529878375,
"GBR","HOUSECOST","REAL","IDX2015","Q","2020-Q2",108.616594865984,
"GBR","HOUSECOST","REAL","IDX2015","Q","2020-Q3",110.252108605769,
"USA","HOUSECOST","REAL","IDX2015","Q","1970-Q1",55.1809694177511,
"USA","HOUSECOST","REAL","IDX2015","Q","1970-Q2",54.981988010333,
"USA","HOUSECOST","REAL","IDX2015","Q","1970-Q3",55.4754925636208,
"USA","HOUSECOST","REAL","IDX2015","Q","1970-Q4",55.7269821113877,
"USA","HOUSECOST","REAL","IDX2015","Q","1971-Q1",56.2684837004983,
"USA","HOUSECOST","REAL","IDX2015","Q","1971-Q2",57.163130945501,
"USA","HOUSECOST","REAL","IDX2015","Q","1971-Q3",57.3640110930872,
"USA","HOUSECOST","REAL","IDX2015","Q","1971-Q4",58.6842885845592,
"USA","HOUSECOST","REAL","IDX2015","Q","1972-Q1",57.8170336983933,
"USA","HOUSECOST","REAL","IDX2015","Q","1972-Q2",59.0839591149531,
"USA","HOUSECOST","REAL","IDX2015","Q","1972-Q3",59.9304575709244,
"USA","HOUSECOST","REAL","IDX2015","Q","1972-Q4",61.0173459831169,
"USA","HOUSECOST","REAL","IDX2015","Q","1973-Q1",62.522935012622,
"USA","HOUSECOST","REAL","IDX2015","Q","1973-Q2",62.7318780195514,
"USA","HOUSECOST","REAL","IDX2015","Q","1973-Q3",63.4257339596426,
"USA","HOUSECOST","REAL","IDX2015","Q","1973-Q4",63.7467195820474,
"USA","HOUSECOST","REAL","IDX2015","Q","1974-Q1",63.0296893887716,
"USA","HOUSECOST","REAL","IDX2015","Q","1974-Q2",62.3392207107056,
"USA","HOUSECOST","REAL","IDX2015","Q","1974-Q3",62.5900115782786,
"USA","HOUSECOST","REAL","IDX2015","Q","1974-Q4",61.6518680268103,
"USA","HOUSECOST","REAL","IDX2015","Q","1975-Q1",61.7789912294543,
"USA","HOUSECOST","REAL","IDX2015","Q","1975-Q2",61.8052733856953,
"USA","HOUSECOST","REAL","IDX2015","Q","1975-Q3",60.5487169313772,
"USA","HOUSECOST","REAL","IDX2015","Q","1975-Q4",60.7161588509105,
"USA","HOUSECOST","REAL","IDX2015","Q","1976-Q1",60.7563833358853,
"USA","HOUSECOST","REAL","IDX2015","Q","1976-Q2",61.7692775999926,
"USA","HOUSECOST","REAL","IDX2015","Q","1976-Q3",61.7690035901931,
"USA","HOUSECOST","REAL","IDX2015","Q","1976-Q4",62.0748476154657,
"USA","HOUSECOST","REAL","IDX2015","Q","1977-Q1",62.4161176081313,
"USA","HOUSECOST","REAL","IDX2015","Q","1977-Q2",63.5266305705134,
"USA","HOUSECOST","REAL","IDX2015","Q","1977-Q3",64.5287288850309,
"USA","HOUSECOST","REAL","IDX2015","Q","1977-Q4",65.9265344759087,
"USA","HOUSECOST","REAL","IDX2015","Q","1978-Q1",66.6195712984562,
"USA","HOUSECOST","REAL","IDX2015","Q","1978-Q2",67.2971435364926,
"USA","HOUSECOST","REAL","IDX2015","Q","1978-Q3",68.4881137681299,
"USA","HOUSECOST","REAL","IDX2015","Q","1978-Q4",69.3615056872592,
"USA","HOUSECOST","REAL","IDX2015","Q","1979-Q1",70.7812541851476,
"USA","HOUSECOST","REAL","IDX2015","Q","1979-Q2",70.6445632750939,
"USA","HOUSECOST","REAL","IDX2015","Q","1979-Q3",70.7131096650393,
"USA","HOUSECOST","REAL","IDX2015","Q","1979-Q4",70.643915358818,
"USA","HOUSECOST","REAL","IDX2015","Q","1980-Q1",69.7050578638778,
"USA","HOUSECOST","REAL","IDX2015","Q","1980-Q2",68.3943810176725,
"USA","HOUSECOST","REAL","IDX2015","Q","1980-Q3",69.3965619280643,
"USA","HOUSECOST","REAL","IDX2015","Q","1980-Q4",68.1572130669551,
"USA","HOUSECOST","REAL","IDX2015","Q","1981-Q1",66.8643724855742,
"USA","HOUSECOST","REAL","IDX2015","Q","1981-Q2",66.8367966900712,
"USA","HOUSECOST","REAL","IDX2015","Q","1981-Q3",66.7856735014363,
"USA","HOUSECOST","REAL","IDX2015","Q","1981-Q4",66.1382930104848,
"USA","HOUSECOST","REAL","IDX2015","Q","1982-Q1",66.0123922725635,
"USA","HOUSECOST","REAL","IDX2015","Q","1982-Q2",65.5045684555665,
"USA","HOUSECOST","REAL","IDX2015","Q","1982-Q3",64.322629466492,
"USA","HOUSECOST","REAL","IDX2015","Q","1982-Q4",64.38555655908,
"USA","HOUSECOST","REAL","IDX2015","Q","1983-Q1",64.8182873701529,
"USA","HOUSECOST","REAL","IDX2015","Q","1983-Q2",64.8687674639532,
"USA","HOUSECOST","REAL","IDX2015","Q","1983-Q3",64.6087647821645,
"USA","HOUSECOST","REAL","IDX2015","Q","1983-Q4",64.6414499951374,
"USA","HOUSECOST","REAL","IDX2015","Q","1984-Q1",64.7750551127612,
"USA","HOUSECOST","REAL","IDX2015","Q","1984-Q2",65.1206968157487,
"USA","HOUSECOST","REAL","IDX2015","Q","1984-Q3",65.3518093433458,
"USA","HOUSECOST","REAL","IDX2015","Q","1984-Q4",65.8629233064671,
"USA","HOUSECOST","REAL","IDX2015","Q","1985-Q1",65.8929552652892,
"USA","HOUSECOST","REAL","IDX2015","Q","1985-Q2",66.3717095020053,
"USA","HOUSECOST","REAL","IDX2015","Q","1985-Q3",67.1790585211282,
"USA","HOUSECOST","REAL","IDX2015","Q","1985-Q4",67.893895411418,
"USA","HOUSECOST","REAL","IDX2015","Q","1986-Q1",68.5541864697952,
"USA","HOUSECOST","REAL","IDX2015","Q","1986-Q2",70.0738000369702,
"USA","HOUSECOST","REAL","IDX2015","Q","1986-Q3",71.0781023760537,
"USA","HOUSECOST","REAL","IDX2015","Q","1986-Q4",72.2033555276033,
"USA","HOUSECOST","REAL","IDX2015","Q","1987-Q1",72.9566146152596,
"USA","HOUSECOST","REAL","IDX2015","Q","1987-Q2",73.6162844049049,
"USA","HOUSECOST","REAL","IDX2015","Q","1987-Q3",74.0897538524074,
"USA","HOUSECOST","REAL","IDX2015","Q","1987-Q4",74.3374266900605,
"USA","HOUSECOST","REAL","IDX2015","Q","1988-Q1",74.9742979510159,
"USA","HOUSECOST","REAL","IDX2015","Q","1988-Q2",75.7198443136061,
"USA","HOUSECOST","REAL","IDX2015","Q","1988-Q3",75.5130948655932,
"USA","HOUSECOST","REAL","IDX2015","Q","1988-Q4",75.7628618500017,
"USA","HOUSECOST","REAL","IDX2015","Q","1989-Q1",75.8288153166062,
"USA","HOUSECOST","REAL","IDX2015","Q","1989-Q2",75.775326017107,
"USA","HOUSECOST","REAL","IDX2015","Q","1989-Q3",76.9549401522996,
"USA","HOUSECOST","REAL","IDX2015","Q","1989-Q4",77.2698090633444,
"USA","HOUSECOST","REAL","IDX2015","Q","1990-Q1",76.4258361945934,
"USA","HOUSECOST","REAL","IDX2015","Q","1990-Q2",75.678115466269,
"USA","HOUSECOST","REAL","IDX2015","Q","1990-Q3",74.8381736216672,
"USA","HOUSECOST","REAL","IDX2015","Q","1990-Q4",73.6655950366727,
"USA","HOUSECOST","REAL","IDX2015","Q","1991-Q1",73.8289813925219,
"USA","HOUSECOST","REAL","IDX2015","Q","1991-Q2",73.4144548561892,
"USA","HOUSECOST","REAL","IDX2015","Q","1991-Q3",73.0659204863143,
"USA","HOUSECOST","REAL","IDX2015","Q","1991-Q4",73.1707116805606,
"USA","HOUSECOST","REAL","IDX2015","Q","1992-Q1",73.5940377153096,
"USA","HOUSECOST","REAL","IDX2015","Q","1992-Q2",73.0082990511912,
"USA","HOUSECOST","REAL","IDX2015","Q","1992-Q3",73.163994180471,
"USA","HOUSECOST","REAL","IDX2015","Q","1992-Q4",73.2141656389168,
"USA","HOUSECOST","REAL","IDX2015","Q","1993-Q1",72.8150229388551,
"USA","HOUSECOST","REAL","IDX2015","Q","1993-Q2",73.0532481493524,
"USA","HOUSECOST","REAL","IDX2015","Q","1993-Q3",73.2847818829544,
"USA","HOUSECOST","REAL","IDX2015","Q","1993-Q4",73.5477704575659,
"USA","HOUSECOST","REAL","IDX2015","Q","1994-Q1",73.9585360725861,
"USA","HOUSECOST","REAL","IDX2015","Q","1994-Q2",74.1563095585248,
"USA","HOUSECOST","REAL","IDX2015","Q","1994-Q3",74.0685239642242,
"USA","HOUSECOST","REAL","IDX2015","Q","1994-Q4",74.1070802308314,
"USA","HOUSECOST","REAL","IDX2015","Q","1995-Q1",74.2026422920272,
"USA","HOUSECOST","REAL","IDX2015","Q","1995-Q2",74.1875058418047,
"USA","HOUSECOST","REAL","IDX2015","Q","1995-Q3",74.5841892556264,
"USA","HOUSECOST","REAL","IDX2015","Q","1995-Q4",74.6685063615096,
"USA","HOUSECOST","REAL","IDX2015","Q","1996-Q1",74.9149390365357,
"USA","HOUSECOST","REAL","IDX2015","Q","1996-Q2",74.9079293450577,
"USA","HOUSECOST","REAL","IDX2015","Q","1996-Q3",75.0654812651327,
"USA","HOUSECOST","REAL","IDX2015","Q","1996-Q4",74.984333111654,
"USA","HOUSECOST","REAL","IDX2015","Q","1997-Q1",75.1310349535811,
"USA","HOUSECOST","REAL","IDX2015","Q","1997-Q2",75.5534719821238,
"USA","HOUSECOST","REAL","IDX2015","Q","1997-Q3",75.9057665483488,
"USA","HOUSECOST","REAL","IDX2015","Q","1997-Q4",76.4858671380527,
"USA","HOUSECOST","REAL","IDX2015","Q","1998-Q1",77.4256435117885,
"USA","HOUSECOST","REAL","IDX2015","Q","1998-Q2",78.3581576525249,
"USA","HOUSECOST","REAL","IDX2015","Q","1998-Q3",79.1346495563864,
"USA","HOUSECOST","REAL","IDX2015","Q","1998-Q4",80.221460595167,
"USA","HOUSECOST","REAL","IDX2015","Q","1999-Q1",81.1839662251281,
"USA","HOUSECOST","REAL","IDX2015","Q","1999-Q2",81.9512108908804,
"USA","HOUSECOST","REAL","IDX2015","Q","1999-Q3",82.7836052007053,
"USA","HOUSECOST","REAL","IDX2015","Q","1999-Q4",83.5293176968912,
"USA","HOUSECOST","REAL","IDX2015","Q","2000-Q1",84.305780369231,
"USA","HOUSECOST","REAL","IDX2015","Q","2000-Q2",85.3409406714725,
"USA","HOUSECOST","REAL","IDX2015","Q","2000-Q3",86.158126930786,
"USA","HOUSECOST","REAL","IDX2015","Q","2000-Q4",87.1765331013416,
"USA","HOUSECOST","REAL","IDX2015","Q","2001-Q1",88.1864557592864,
"USA","HOUSECOST","REAL","IDX2015","Q","2001-Q2",89.1961385278053,
"USA","HOUSECOST","REAL","IDX2015","Q","2001-Q3",90.5046268049465,
"USA","HOUSECOST","REAL","IDX2015","Q","2001-Q4",91.8642808400989,
"USA","HOUSECOST","REAL","IDX2015","Q","2002-Q1",93.226230718091,
"USA","HOUSECOST","REAL","IDX2015","Q","2002-Q2",94.2263409941973,
"USA","HOUSECOST","REAL","IDX2015","Q","2002-Q3",95.5647508719628,
"USA","HOUSECOST","REAL","IDX2015","Q","2002-Q4",97.0253435471116,
"USA","HOUSECOST","REAL","IDX2015","Q","2003-Q1",98.0573527561464,
"USA","HOUSECOST","REAL","IDX2015","Q","2003-Q2",99.608741889841,
"USA","HOUSECOST","REAL","IDX2015","Q","2003-Q3",100.947636589997,
"USA","HOUSECOST","REAL","IDX2015","Q","2003-Q4",102.763229374433,
"USA","HOUSECOST","REAL","IDX2015","Q","2004-Q1",104.192451532571,
"USA","HOUSECOST","REAL","IDX2015","Q","2004-Q2",106.084440943505,
"USA","HOUSECOST","REAL","IDX2015","Q","2004-Q3",108.282170995429,
"USA","HOUSECOST","REAL","IDX2015","Q","2004-Q4",110.037885903471,
"USA","HOUSECOST","REAL","IDX2015","Q","2005-Q1",112.133737149362,
"USA","HOUSECOST","REAL","IDX2015","Q","2005-Q2",114.405210198076,
"USA","HOUSECOST","REAL","IDX2015","Q","2005-Q3",116.159875023015,
"USA","HOUSECOST","REAL","IDX2015","Q","2005-Q4",117.693740225661,
"USA","HOUSECOST","REAL","IDX2015","Q","2006-Q1",118.826964278401,
"USA","HOUSECOST","REAL","IDX2015","Q","2006-Q2",118.727741759285,
"USA","HOUSECOST","REAL","IDX2015","Q","2006-Q3",118.074629730456,
"USA","HOUSECOST","REAL","IDX2015","Q","2006-Q4",118.851671852508,
"USA","HOUSECOST","REAL","IDX2015","Q","2007-Q1",118.454940717041,
"USA","HOUSECOST","REAL","IDX2015","Q","2007-Q2",117.202226893292,
"USA","HOUSECOST","REAL","IDX2015","Q","2007-Q3",115.076616651939,
"USA","HOUSECOST","REAL","IDX2015","Q","2007-Q4",111.901948832502,
"USA","HOUSECOST","REAL","IDX2015","Q","2008-Q1",108.393878106486,
"USA","HOUSECOST","REAL","IDX2015","Q","2008-Q2",104.307504605547,
"USA","HOUSECOST","REAL","IDX2015","Q","2008-Q3",100.638765114861,
"USA","HOUSECOST","REAL","IDX2015","Q","2008-Q4",99.1967961787466,
"USA","HOUSECOST","REAL","IDX2015","Q","2009-Q1",99.2464637720395,
"USA","HOUSECOST","REAL","IDX2015","Q","2009-Q2",97.3514405348332,
"USA","HOUSECOST","REAL","IDX2015","Q","2009-Q3",96.2473601158506,
"USA","HOUSECOST","REAL","IDX2015","Q","2009-Q4",95.4537661053886,
"USA","HOUSECOST","REAL","IDX2015","Q","2010-Q1",94.2303823531901,
"USA","HOUSECOST","REAL","IDX2015","Q","2010-Q2",93.6678127009432,
"USA","HOUSECOST","REAL","IDX2015","Q","2010-Q3",91.9812431811046,
"USA","HOUSECOST","REAL","IDX2015","Q","2010-Q4",90.5221990045344,
"USA","HOUSECOST","REAL","IDX2015","Q","2011-Q1",87.7697994525602,
"USA","HOUSECOST","REAL","IDX2015","Q","2011-Q2",86.1855880281863,
"USA","HOUSECOST","REAL","IDX2015","Q","2011-Q3",86.0708335883509,
"USA","HOUSECOST","REAL","IDX2015","Q","2011-Q4",85.9569014816616,
"USA","HOUSECOST","REAL","IDX2015","Q","2012-Q1",85.7174555084578,
"USA","HOUSECOST","REAL","IDX2015","Q","2012-Q2",86.9140943413381,
"USA","HOUSECOST","REAL","IDX2015","Q","2012-Q3",87.7328488955098,
"USA","HOUSECOST","REAL","IDX2015","Q","2012-Q4",88.5424419229583,
"USA","HOUSECOST","REAL","IDX2015","Q","2013-Q1",90.0402415482404,
"USA","HOUSECOST","REAL","IDX2015","Q","2013-Q2",91.8358760824469,
"USA","HOUSECOST","REAL","IDX2015","Q","2013-Q3",92.9244076194718,
"USA","HOUSECOST","REAL","IDX2015","Q","2013-Q4",93.4876567429929,
"USA","HOUSECOST","REAL","IDX2015","Q","2014-Q1",94.1985884159935,
